"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","UNEMP","TOT","PC_LF","Q","2017-Q4",2.445361,
"CZE","UNEMP","TOT","PC_LF","Q","2018-Q1",2.317578,
"CZE","UNEMP","TOT","PC_LF","Q","2018-Q2",2.249125,
"DNK","UNEMP","TOT","PC_LF","Q","2016-Q4",6.372724,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q1",6.050971,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q2",5.699244,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q3",5.85072,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q4",5.367511,
"DNK","UNEMP","TOT","PC_LF","Q","2018-Q1",4.933983,
"DNK","UNEMP","TOT","PC_LF","Q","2018-Q2",5.019722,
"DNK","UNEMP","TOT","PC_LF","Q","2018-Q3",4.871489,
"FIN","UNEMP","TOT","PC_LF","Q","2016-Q4",8.741232,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q1",8.774422,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q2",8.808664,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q3",8.71811,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q4",8.265982,
"FIN","UNEMP","TOT","PC_LF","Q","2018-Q1",8.229809,
"FIN","UNEMP","TOT","PC_LF","Q","2018-Q2",7.237657,
"FRA","UNEMP","TOT","PC_LF","Q","2016-Q4",9.997468,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q1",9.552773,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q2",9.456474,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q3",9.645629,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q4",8.936182,
"FRA","UNEMP","TOT","PC_LF","Q","2018-Q1",9.173322,
"FRA","UNEMP","TOT","PC_LF","Q","2018-Q2",9.057395,
"FRA","UNEMP","TOT","PC_LF","Q","2018-Q3",9.2076,
"DEU","UNEMP","TOT","PC_LF","Q","2016-Q4",3.880899,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q1",3.91366,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q2",3.784296,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q3",3.676209,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q4",3.608455,
"DEU","UNEMP","TOT","PC_LF","Q","2018-Q1",3.476618,
"DEU","UNEMP","TOT","PC_LF","Q","2018-Q2",3.471373,
"GRC","UNEMP","TOT","PC_LF","Q","2016-Q4",23.14421,
"GRC","UNEMP","TOT","PC_LF","Q","2017-Q1",22.37269,
"GRC","UNEMP","TOT","PC_LF","Q","2017-Q2",21.72008,
"GRC","UNEMP","TOT","PC_LF","Q","2017-Q3",21.04199,
"GRC","UNEMP","TOT","PC_LF","Q","2017-Q4",20.81335,
"GRC","UNEMP","TOT","PC_LF","Q","2018-Q1",20.23025,
"GRC","UNEMP","TOT","PC_LF","Q","2018-Q2",19.54361,
"HUN","UNEMP","TOT","PC_LF","Q","2016-Q4",4.570582,
"HUN","UNEMP","TOT","PC_LF","Q","2017-Q1",4.335005,
"HUN","UNEMP","TOT","PC_LF","Q","2017-Q2",4.282508,
"HUN","UNEMP","TOT","PC_LF","Q","2017-Q3",4.105621,
"HUN","UNEMP","TOT","PC_LF","Q","2017-Q4",3.90164,
"HUN","UNEMP","TOT","PC_LF","Q","2018-Q1",3.710777,
"HUN","UNEMP","TOT","PC_LF","Q","2018-Q2",3.567549,
"ISL","UNEMP","TOT","PC_LF","Q","2016-Q4",2.730097,
"ISL","UNEMP","TOT","PC_LF","Q","2017-Q1",2.870744,
"ISL","UNEMP","TOT","PC_LF","Q","2017-Q2",2.831759,
"ISL","UNEMP","TOT","PC_LF","Q","2017-Q3",2.459756,
"ISL","UNEMP","TOT","PC_LF","Q","2017-Q4",2.817422,
"ISL","UNEMP","TOT","PC_LF","Q","2018-Q1",2.948168,
"ISL","UNEMP","TOT","PC_LF","Q","2018-Q2",2.852483,
"IRL","UNEMP","TOT","PC_LF","Q","2016-Q4",7.611324,
"IRL","UNEMP","TOT","PC_LF","Q","2017-Q1",7.277668,
"IRL","UNEMP","TOT","PC_LF","Q","2017-Q2",6.68481,
"IRL","UNEMP","TOT","PC_LF","Q","2017-Q3",6.612137,
"IRL","UNEMP","TOT","PC_LF","Q","2017-Q4",6.272174,
"IRL","UNEMP","TOT","PC_LF","Q","2018-Q1",5.97162,
"IRL","UNEMP","TOT","PC_LF","Q","2018-Q2",5.883897,
"ITA","UNEMP","TOT","PC_LF","Q","2016-Q4",11.77967,
"ITA","UNEMP","TOT","PC_LF","Q","2017-Q1",11.4632,
"ITA","UNEMP","TOT","PC_LF","Q","2017-Q2",11.15383,
"ITA","UNEMP","TOT","PC_LF","Q","2017-Q3",11.3599,
"ITA","UNEMP","TOT","PC_LF","Q","2017-Q4",10.86402,
"ITA","UNEMP","TOT","PC_LF","Q","2018-Q1",10.95704,
"ITA","UNEMP","TOT","PC_LF","Q","2018-Q2",10.87725,
"JPN","UNEMP","TOT","PC_LF","Q","2016-Q4",3.066667,
"JPN","UNEMP","TOT","PC_LF","Q","2017-Q1",2.9,
"JPN","UNEMP","TOT","PC_LF","Q","2017-Q2",2.866667,
"JPN","UNEMP","TOT","PC_LF","Q","2017-Q3",2.8,
"JPN","UNEMP","TOT","PC_LF","Q","2017-Q4",2.733333,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q1",2.466667,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q2",2.366667,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q3",2.4,
"KOR","UNEMP","TOT","PC_LF","Q","2016-Q4",3.633333,
"KOR","UNEMP","TOT","PC_LF","Q","2017-Q1",3.666667,
"KOR","UNEMP","TOT","PC_LF","Q","2017-Q2",3.766667,
"KOR","UNEMP","TOT","PC_LF","Q","2017-Q3",3.633333,
"KOR","UNEMP","TOT","PC_LF","Q","2017-Q4",3.666667,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.733333,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.833333,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q3",4,
"LUX","UNEMP","TOT","PC_LF","Q","2016-Q4",5.897685,
"LUX","UNEMP","TOT","PC_LF","Q","2017-Q1",6.095076,
"LUX","UNEMP","TOT","PC_LF","Q","2017-Q2",5.341877,
"LUX","UNEMP","TOT","PC_LF","Q","2017-Q3",5.454352,
"LUX","UNEMP","TOT","PC_LF","Q","2017-Q4",5.178493,
"LUX","UNEMP","TOT","PC_LF","Q","2018-Q1",5.550225,
"LUX","UNEMP","TOT","PC_LF","Q","2018-Q2",5.482998,
"MEX","UNEMP","TOT","PC_LF","Q","2016-Q4",3.64738,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q1",3.546274,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q2",3.445957,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q3",3.351793,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q4",3.407935,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q1",3.277237,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q2",3.305197,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q3",3.25495,
"NLD","UNEMP","TOT","PC_LF","Q","2016-Q4",5.525568,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q1",5.264573,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q2",4.991903,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q3",4.687119,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q4",4.414719,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q1",4.157844,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q2",3.910773,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q3",3.725335,
"NZL","UNEMP","TOT","PC_LF","Q","2016-Q4",5.3,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q1",4.9,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q2",4.7,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q3",4.7,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q4",4.5,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q1",4.4,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q2",4.4,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q3",3.9,
"NOR","UNEMP","TOT","PC_LF","Q","2016-Q4",4.53003,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q1",4.383852,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q2",4.2775,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q3",4.043535,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q4",3.94071,
"NOR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.795905,
"NOR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.727651,
"POL","UNEMP","TOT","PC_LF","Q","2016-Q4",5.61559,
"POL","UNEMP","TOT","PC_LF","Q","2017-Q1",5.227126,
"POL","UNEMP","TOT","PC_LF","Q","2017-Q2",5.091068,
"POL","UNEMP","TOT","PC_LF","Q","2017-Q3",4.770611,
"POL","UNEMP","TOT","PC_LF","Q","2017-Q4",4.457354,
"POL","UNEMP","TOT","PC_LF","Q","2018-Q1",4.037473,
"POL","UNEMP","TOT","PC_LF","Q","2018-Q2",3.716702,
"PRT","UNEMP","TOT","PC_LF","Q","2016-Q4",10.33161,
"PRT","UNEMP","TOT","PC_LF","Q","2017-Q1",9.655537,
"PRT","UNEMP","TOT","PC_LF","Q","2017-Q2",9.212272,
"PRT","UNEMP","TOT","PC_LF","Q","2017-Q3",8.644631,
"PRT","UNEMP","TOT","PC_LF","Q","2017-Q4",7.957898,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q1",7.504317,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q2",7.04286,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q3",6.847513,
"SVK","UNEMP","TOT","PC_LF","Q","2016-Q4",8.999877,
"SVK","UNEMP","TOT","PC_LF","Q","2017-Q1",8.712538,
"SVK","UNEMP","TOT","PC_LF","Q","2017-Q2",8.340832,
"SVK","UNEMP","TOT","PC_LF","Q","2017-Q3",7.895984,
"SVK","UNEMP","TOT","PC_LF","Q","2017-Q4",7.572134,
"SVK","UNEMP","TOT","PC_LF","Q","2018-Q1",7.096516,
"SVK","UNEMP","TOT","PC_LF","Q","2018-Q2",6.848934,
"ESP","UNEMP","TOT","PC_LF","Q","2016-Q4",18.66022,
"ESP","UNEMP","TOT","PC_LF","Q","2017-Q1",18.09268,
"ESP","UNEMP","TOT","PC_LF","Q","2017-Q2",17.35868,
"ESP","UNEMP","TOT","PC_LF","Q","2017-Q3",16.88324,
"ESP","UNEMP","TOT","PC_LF","Q","2017-Q4",16.56079,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q1",16.07335,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q2",15.43054,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q3",15.05788,
"SWE","UNEMP","TOT","PC_LF","Q","2016-Q4",6.891947,
"SWE","UNEMP","TOT","PC_LF","Q","2017-Q1",6.818229,
"SWE","UNEMP","TOT","PC_LF","Q","2017-Q2",6.774075,
"SWE","UNEMP","TOT","PC_LF","Q","2017-Q3",6.724447,
"SWE","UNEMP","TOT","PC_LF","Q","2017-Q4",6.558274,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q1",6.408229,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q2",6.424593,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q3",6.442675,
"CHE","UNEMP","TOT","PC_LF","Q","2016-Q4",4.821967,
"CHE","UNEMP","TOT","PC_LF","Q","2017-Q1",4.924988,
"CHE","UNEMP","TOT","PC_LF","Q","2017-Q2",4.652772,
"CHE","UNEMP","TOT","PC_LF","Q","2017-Q3",4.847354,
"CHE","UNEMP","TOT","PC_LF","Q","2017-Q4",4.762415,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q1",4.893527,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q2",4.887168,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q3",4.296173,
"TUR","UNEMP","TOT","PC_LF","Q","2016-Q4",11.77053,
"TUR","UNEMP","TOT","PC_LF","Q","2017-Q1",11.60993,
"TUR","UNEMP","TOT","PC_LF","Q","2017-Q2",11.0805,
"TUR","UNEMP","TOT","PC_LF","Q","2017-Q3",10.49689,
"TUR","UNEMP","TOT","PC_LF","Q","2017-Q4",10.10843,
"TUR","UNEMP","TOT","PC_LF","Q","2018-Q1",9.831515,
"TUR","UNEMP","TOT","PC_LF","Q","2018-Q2",10.56982,
"GBR","UNEMP","TOT","PC_LF","Q","2016-Q4",4.64437,
"GBR","UNEMP","TOT","PC_LF","Q","2017-Q1",4.514101,
"GBR","UNEMP","TOT","PC_LF","Q","2017-Q2",4.361986,
"GBR","UNEMP","TOT","PC_LF","Q","2017-Q3",4.237794,
"GBR","UNEMP","TOT","PC_LF","Q","2017-Q4",4.226155,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q1",4.135485,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.961127,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q3",4.035205,
"USA","UNEMP","TOT","PC_LF","Q","2016-Q4",4.733333,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q1",4.666667,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q2",4.333333,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q3",4.3,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q4",4.1,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q1",4.1,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q2",3.9,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q3",3.833333,
"CHL","UNEMP","TOT","PC_LF","Q","2016-Q4",6.533994,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q1",6.626657,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q2",6.706219,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q3",6.515502,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q4",6.841322,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q1",6.907573,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q2",6.832473,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q3",6.888397,
"EST","UNEMP","TOT","PC_LF","Q","2016-Q4",6.695057,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q1",5.333295,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q2",6.901679,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q3",5.435014,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q4",5.359968,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q1",6.464567,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q2",5.063597,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q3",5.43339,
"ISR","UNEMP","TOT","PC_LF","Q","2016-Q4",4.438493,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q1",4.366256,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q2",4.398529,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q3",4.081294,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q4",4.121005,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.729946,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.975409,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q3",4.069367,
"RUS","UNEMP","TOT","PC_LF","Q","2016-Q4",5.355845,
"RUS","UNEMP","TOT","PC_LF","Q","2017-Q1",5.223667,
"RUS","UNEMP","TOT","PC_LF","Q","2017-Q2",5.291163,
"RUS","UNEMP","TOT","PC_LF","Q","2017-Q3",5.257332,
"RUS","UNEMP","TOT","PC_LF","Q","2017-Q4",5.075043,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q1",4.768751,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q2",4.842372,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q3",4.809726,
"SVN","UNEMP","TOT","PC_LF","Q","2016-Q4",8.049067,
"SVN","UNEMP","TOT","PC_LF","Q","2017-Q1",7.292816,
"SVN","UNEMP","TOT","PC_LF","Q","2017-Q2",6.657349,
"SVN","UNEMP","TOT","PC_LF","Q","2017-Q3",6.516842,
"SVN","UNEMP","TOT","PC_LF","Q","2017-Q4",5.812354,
"SVN","UNEMP","TOT","PC_LF","Q","2018-Q1",5.535477,
"SVN","UNEMP","TOT","PC_LF","Q","2018-Q2",5.458797,
"ZAF","UNEMP","TOT","PC_LF","Q","2016-Q4",27.30102,
"ZAF","UNEMP","TOT","PC_LF","Q","2017-Q1",27.31531,
"ZAF","UNEMP","TOT","PC_LF","Q","2017-Q2",27.52729,
"ZAF","UNEMP","TOT","PC_LF","Q","2017-Q3",27.46732,
"ZAF","UNEMP","TOT","PC_LF","Q","2017-Q4",27.52665,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q1",26.37231,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q2",26.99572,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q3",27.2353,
"EU28","UNEMP","TOT","PC_LF","Q","2016-Q4",8.218858,
"EU28","UNEMP","TOT","PC_LF","Q","2017-Q1",7.950716,
"EU28","UNEMP","TOT","PC_LF","Q","2017-Q2",7.700734,
"EU28","UNEMP","TOT","PC_LF","Q","2017-Q3",7.54088,
"EU28","UNEMP","TOT","PC_LF","Q","2017-Q4",7.292254,
"EU28","UNEMP","TOT","PC_LF","Q","2018-Q1",7.103326,
"EU28","UNEMP","TOT","PC_LF","Q","2018-Q2",6.901602,
"OECD","UNEMP","TOT","PC_LF","Q","2016-Q4",6.187388,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q1",6.033924,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q2",5.820196,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q3",5.70549,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q4",5.508081,
"OECD","UNEMP","TOT","PC_LF","Q","2018-Q1",5.396355,
"OECD","UNEMP","TOT","PC_LF","Q","2018-Q2",5.309461,
"EA19","UNEMP","TOT","PC_LF","Q","2016-Q4",9.696309,
"EA19","UNEMP","TOT","PC_LF","Q","2017-Q1",9.407386,
"EA19","UNEMP","TOT","PC_LF","Q","2017-Q2",9.137435,
"EA19","UNEMP","TOT","PC_LF","Q","2017-Q3",8.935347,
"EA19","UNEMP","TOT","PC_LF","Q","2017-Q4",8.689426,
"EA19","UNEMP","TOT","PC_LF","Q","2018-Q1",8.517068,
"EA19","UNEMP","TOT","PC_LF","Q","2018-Q2",8.297543,
"COL","UNEMP","TOT","PC_LF","Q","2016-Q4",9.168754,
"COL","UNEMP","TOT","PC_LF","Q","2017-Q1",9.471326,
"COL","UNEMP","TOT","PC_LF","Q","2017-Q2",9.20472,
"COL","UNEMP","TOT","PC_LF","Q","2017-Q3",9.492194,
"COL","UNEMP","TOT","PC_LF","Q","2017-Q4",9.506913,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q1",9.49098,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q2",9.589009,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q3",9.603879,
"LVA","UNEMP","TOT","PC_LF","Q","2016-Q4",9.294088,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q1",9.293817,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q2",8.832514,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q3",8.587616,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q4",8.143547,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q1",8.123785,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q2",7.651859,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q3",7.00801,
"LTU","UNEMP","TOT","PC_LF","Q","2016-Q4",7.683793,
"LTU","UNEMP","TOT","PC_LF","Q","2017-Q1",7.557354,
"LTU","UNEMP","TOT","PC_LF","Q","2017-Q2",7.044796,
"LTU","UNEMP","TOT","PC_LF","Q","2017-Q3",6.863449,
"LTU","UNEMP","TOT","PC_LF","Q","2017-Q4",6.823164,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q1",6.579216,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q2",6.048025,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q3",6.194913,
